record_id,category,incident_datetime,state,city,person_name,person_age,person_gender,contact_number,record_status,crime_type,platform_involved,,financial_loss_inr,caller_number,callee_number,call_duration_sec,call_type,tower_location,imei_number,fir_number,police_station,complaint_category,officer_assigned,fir_status,platform_name,account_handle,theft_type,followers_count,recovery_status,transaction_id,bank_name,account_number_masked,transaction_amount_inr,transaction_type,merchant_name,fraud_flag,description
REC001057,Cybercrime,3/17/2026 4:09,Madhya Pradesh,Gwalior,Riya Bansal,34,Female,9.18604E+11,Closed,Phishing,Email,,0,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via Email, financial loss INR 0.00."
REC003155,Call Data Record,4/20/2025 21:43,West Bengal,Kolkata,Sneha Joshi,30,Female,9.19358E+11,Closed,,,,,9.17919E+11,9.18994E+11,0,Missed,AP,3.85473E+13,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via MP circle.
REC003788,Call Data Record,3/7/2023 3:09,Kerala,Kochi,Pallavi Iyer,53,Female,9.16213E+11,Open,,,,,9.16451E+11,9.19791E+11,0,Missed,Gujarat,5.97379E+13,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Kerala circle.
REC009190,Online Bank Transaction,11/2/2024 8:24,Gujarat,Vadodara,Deepak Mehta,62,Male,9.17289E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN183263031202,State Bank of India,XXXX4870,22449.26,RTGS,Ola,No,"RTGS transaction of INR 22,449.26, fraud_flag=No."
REC007826,Social Media Theft,3/13/2025 9:58,Bihar,Patna,Kiara Verma,21,Female,9.17453E+11,Open,,,,,,,,,,,,,,,,Snapchat,@kiara_verma662,Password Compromised,179782,Not Recovered,,,,,,,,Password Compromised reported on Snapchat account.
REC007540,Social Media Theft,2/10/2026 22:44,Bihar,Patna,Saanvi Choudhary,53,Female,9.18339E+11,Escalated,,,,,,,,,,,,,,,,Facebook,@saanvi_choudhary249,Password Compromised,236966,Under Review,,,,,,,,Password Compromised reported on Facebook account.
REC007232,Social Media Theft,1/13/2024 18:42,Maharashtra,Mumbai,Suresh Singh,29,Male,9.17781E+11,Escalated,,,,,,,,,,,,,,,,Instagram,@suresh_singh801,Account Hacked,208582,Recovered,,,,,,,,Account Hacked reported on Instagram account.
REC000765,Cybercrime,7/2/2024 17:44,West Bengal,Kolkata,Pallavi Gupta,29,Female,9.19384E+11,Resolved,Ransomware,SMS,,407701.36,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via SMS, financial loss INR 407,701.36."
REC005020,Online FIR,5/6/2026 4:25,Andhra Pradesh,Visakhapatnam,Payal Joshi,37,Female,9.18059E+11,Resolved,,,,,,,,,,,FIR/2026/58808,Visakhapatnam Cyber Crime PS,Financial Fraud,Inspector Vihaan Patel,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Chargesheet Filed."
REC004904,Online FIR,10/13/2023 6:35,Delhi,New Delhi,Pooja Nair,59,Female,9.16604E+11,Open,,,,,,,,,,,FIR/2024/13938,New Delhi Cyber Crime PS,Data Theft,SHO Pallavi Malhotra,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Under Investigation."
REC008094,Online Bank Transaction,4/29/2025 16:41,Bihar,Gaya,Aanya Iyer,44,Female,9.16803E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN225042185834,ICICI Bank,XXXX7361,215293.16,Credit Card,Swiggy,No,"Credit Card transaction of INR 215,293.16, fraud_flag=No."
REC006844,Social Media Theft,6/26/2023 19:29,Uttar Pradesh,Ghaziabad,Nisha Joshi,58,Female,9.17995E+11,Resolved,,,,,,,,,,,,,,,,Instagram,@nisha_joshi86,Data Leak,37881,Not Recovered,,,,,,,,Data Leak reported on Instagram account.
REC002166,Call Data Record,2/19/2024 9:14,Tamil Nadu,Madurai,Isha Choudhary,56,Female,9.1932E+11,Under Review,,,,,9.16533E+11,9.16497E+11,830,Outgoing,UP East,5.16932E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 830s logged via UP East circle.
REC001863,Cybercrime,1/23/2023 1:37,Madhya Pradesh,Indore,Manish Kumar,42,Male,9.19415E+11,Under Review,Identity Theft,Mobile App,,479612.26,,,,,,,,,,,,,,,,,,,,,,,,"Identity Theft reported via Mobile App, financial loss INR 479,612.26."
REC007851,Social Media Theft,1/6/2023 15:07,Karnataka,Mangaluru,Divya Kumar,23,Female,9.18357E+11,Closed,,,,,,,,,,,,,,,,WhatsApp,@divya_kumar499,Fake Profile Created,7575,Recovered,,,,,,,,Fake Profile Created reported on WhatsApp account.
REC009124,Online Bank Transaction,2/26/2024 11:41,Rajasthan,Jodhpur,Diya Rao,60,Female,9.17296E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN292594467974,ICICI Bank,XXXX5642,124488.53,RTGS,Croma,Yes,"RTGS transaction of INR 124,488.53, fraud_flag=Yes."
REC002341,Call Data Record,7/9/2025 20:03,Bihar,Gaya,Ira Saxena,56,Female,9.1953E+11,Escalated,,,,,9.1845E+11,9.18813E+11,1321,Outgoing,Delhi,8.98931E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 1321s logged via UP West circle.
REC005528,Online FIR,10/13/2025 5:24,Uttar Pradesh,Kanpur,Kiara Rao,37,Female,9.16155E+11,Open,,,,,,,,,,,FIR/2023/67737,Kanpur Cyber Crime PS,Extortion,Constable Anjali Verma,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Under Investigation."
REC006744,Social Media Theft,1/11/2026 23:44,Gujarat,Vadodara,Tarun Thakur,28,Male,9.18325E+11,Resolved,,,,,,,,,,,,,,,,Snapchat,@tarun_thakur316,Fake Profile Created,36519,Not Recovered,,,,,,,,Fake Profile Created reported on Snapchat account.
REC004004,Online FIR,3/7/2025 6:33,Andhra Pradesh,Visakhapatnam,Reyansh Dubey,27,Male,9.17917E+11,Closed,,,,,,,,,,,FIR/2024/40103,Visakhapatnam Cyber Crime PS,Cyber Fraud,SI Ananya Rao,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Under Investigation."
REC001124,Cybercrime,8/17/2023 19:56,Maharashtra,Nashik,Gaurav Choudhary,51,Male,9.18927E+11,Closed,Credit Card Skimming,Social Media,,56610.47,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via Social Media, financial loss INR 56,610.47."
REC008710,Online Bank Transaction,4/3/2024 10:49,Punjab,Mohali,Vikram Choudhary,37,Male,9.19448E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN720682016947,Axis Bank,XXXX3281,91269.74,Net Banking,Netflix,No,"Net Banking transaction of INR 91,269.74, fraud_flag=No."
REC004050,Online FIR,2/25/2024 5:30,Madhya Pradesh,Gwalior,Shreya Singh,60,Female,9.16853E+11,Escalated,,,,,,,,,,,FIR/2026/13603,Gwalior Cyber Crime PS,Financial Fraud,Inspector Komal Iyer,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Pending Verification."
REC007641,Social Media Theft,10/21/2024 8:38,Telangana,Hyderabad,Naveen Pillai,67,Male,9.1645E+11,Escalated,,,,,,,,,,,,,,,,Twitter/X,@naveen_pillai585,Unauthorized Access,131700,Not Recovered,,,,,,,,Unauthorized Access reported on Twitter/X account.
REC000766,Cybercrime,5/16/2026 8:42,Bihar,Gaya,Aanya Mehta,66,Female,9.19186E+11,Open,QR Code Fraud,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via WhatsApp, financial loss INR 0.00."
REC002345,Call Data Record,2/8/2023 9:56,West Bengal,Siliguri,Shreya Singh,65,Female,9.18425E+11,Open,,,,,9.16409E+11,9.18699E+11,2050,Outgoing,Kerala,9.01688E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 2050s logged via Haryana circle.
REC004072,Online FIR,11/9/2025 21:04,Andhra Pradesh,Vijayawada,Payal Choudhary,49,Female,9.1648E+11,Escalated,,,,,,,,,,,FIR/2026/42502,Vijayawada Cyber Crime PS,Online Impersonation,SI Aarav Agarwal,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Pending Verification."
REC007217,Social Media Theft,4/5/2025 5:51,Andhra Pradesh,Visakhapatnam,Vihaan Rao,45,Male,9.18572E+11,Closed,,,,,,,,,,,,,,,,Twitter/X,@vihaan_rao736,Account Hacked,59827,Recovered,,,,,,,,Account Hacked reported on Twitter/X account.
REC004217,Online FIR,5/19/2024 1:56,Kerala,Kochi,Aarav Kapoor,65,Male,9.17712E+11,Closed,,,,,,,,,,,FIR/2024/56088,Kochi Cyber Crime PS,Data Theft,Constable Vikram Singh,Filed,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Filed."
REC007953,Social Media Theft,7/29/2025 5:58,Madhya Pradesh,Bhopal,Naveen Ghosh,33,Male,9.16767E+11,Closed,,,,,,,,,,,,,,,,Facebook,@naveen_ghosh68,Account Hacked,214096,Pending,,,,,,,,Account Hacked reported on Facebook account.
REC005971,Online FIR,8/26/2024 20:32,Kerala,Thiruvananthapuram,Ananya Chatterjee,25,Female,9.16872E+11,Escalated,,,,,,,,,,,FIR/2023/56132,Thiruvananthapuram Cyber Crime PS,Financial Fraud,Inspector Sandeep Dubey,Filed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Filed."
REC003351,Call Data Record,5/16/2026 1:40,Kerala,Kozhikode,Ankit Verma,65,Male,9.19673E+11,Escalated,,,,,9.16351E+11,9.19574E+11,564,Incoming,UP West,2.77564E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 564s logged via Mumbai circle.
REC004696,Online FIR,11/16/2025 7:08,West Bengal,Howrah,Abhishek Reddy,29,Male,9.18406E+11,Under Review,,,,,,,,,,,FIR/2025/53483,Howrah Cyber Crime PS,Harassment,SI Payal Thakur,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Chargesheet Filed."
REC003400,Call Data Record,12/1/2023 10:47,West Bengal,Howrah,Saanvi Choudhary,46,Female,9.19388E+11,Escalated,,,,,9.19569E+11,9.17472E+11,0,Missed,West Bengal,6.93998E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Mumbai circle.
REC004082,Online FIR,1/23/2024 19:52,Bihar,Gaya,Tarun Iyer,30,Male,9.171E+11,Resolved,,,,,,,,,,,FIR/2024/36316,Gaya Cyber Crime PS,Financial Fraud,SHO Kiara Patel,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Chargesheet Filed."
REC009150,Online Bank Transaction,7/9/2026 16:19,Telangana,Hyderabad,Siddharth Choudhary,42,Male,9.19123E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN495898718227,Axis Bank,XXXX9405,211906.56,Debit Card,Croma,No,"Debit Card transaction of INR 211,906.56, fraud_flag=No."
REC001225,Cybercrime,8/6/2026 15:27,Karnataka,Bengaluru,Krishna Das,67,Male,9.17485E+11,Resolved,Hacking,Email,,213020.82,,,,,,,,,,,,,,,,,,,,,,,,"Hacking reported via Email, financial loss INR 213,020.82."
REC006293,Social Media Theft,4/22/2023 13:50,Karnataka,Mysuru,Tarun Das,46,Male,9.18215E+11,Open,,,,,,,,,,,,,,,,Snapchat,@tarun_das649,Fake Profile Created,144127,Not Recovered,,,,,,,,Fake Profile Created reported on Snapchat account.
REC003123,Call Data Record,6/20/2024 5:47,Rajasthan,Udaipur,Kiara Joshi,62,Female,9.17211E+11,Closed,,,,,9.16178E+11,9.18155E+11,2240,Outgoing,Mumbai,6.91723E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 2240s logged via Rajasthan circle.
REC000511,Cybercrime,12/17/2025 21:47,Punjab,Amritsar,Tanvi Verma,47,Female,9.19159E+11,Open,Cyberstalking,Phone Call,,0,,,,,,,,,,,,,,,,,,,,,,,,"Cyberstalking reported via Phone Call, financial loss INR 0.00."
REC005795,Online FIR,7/2/2026 0:24,Uttar Pradesh,Ghaziabad,Meera Nair,40,Female,9.16371E+11,Escalated,,,,,,,,,,,FIR/2026/35957,Ghaziabad Cyber Crime PS,Extortion,DySP Vikram Ghosh,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Chargesheet Filed."
REC008182,Online Bank Transaction,6/19/2023 2:28,Delhi,Dwarka,Abhishek Verma,39,Male,9.17273E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN666119648897,Kotak Mahindra Bank,XXXX3982,51836.59,Net Banking,Zomato,No,"Net Banking transaction of INR 51,836.59, fraud_flag=No."
REC009418,Online Bank Transaction,3/26/2024 6:15,Telangana,Warangal,Aarti Bose,60,Female,9.19226E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN664327370774,ICICI Bank,XXXX5115,45904.45,Debit Card,Amazon,No,"Debit Card transaction of INR 45,904.45, fraud_flag=No."
REC000097,Cybercrime,3/9/2024 10:06,Tamil Nadu,Chennai,Tanvi Bhatt,53,Female,9.18344E+11,Resolved,OTP Fraud,Email,,286951.66,,,,,,,,,,,,,,,,,,,,,,,,"OTP Fraud reported via Email, financial loss INR 286,951.66."
REC006682,Social Media Theft,6/19/2026 6:16,Gujarat,Vadodara,Kunal Agarwal,24,Male,9.16822E+11,Under Review,,,,,,,,,,,,,,,,Twitter/X,@kunal_agarwal891,Fake Profile Created,226434,Under Review,,,,,,,,Fake Profile Created reported on Twitter/X account.
REC001513,Cybercrime,9/30/2025 18:48,Tamil Nadu,Chennai,Preeti Thakur,26,Female,9.1964E+11,Escalated,Ransomware,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via Social Media, financial loss INR 0.00."
REC008792,Online Bank Transaction,10/16/2024 0:35,Rajasthan,Udaipur,Divya Choudhary,30,Female,9.16417E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN504373846988,Kotak Mahindra Bank,XXXX3677,54677.89,UPI,Myntra,No,"UPI transaction of INR 54,677.89, fraud_flag=No."
REC000120,Cybercrime,2/1/2025 3:01,Madhya Pradesh,Indore,Deepak Nair,32,Male,9.18866E+11,Under Review,QR Code Fraud,Email,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Email, financial loss INR 0.00."
REC007792,Social Media Theft,6/24/2024 14:57,Madhya Pradesh,Bhopal,Shreya Saxena,62,Female,9.19391E+11,Open,,,,,,,,,,,,,,,,Snapchat,@shreya_saxena662,Impersonation,239610,Recovered,,,,,,,,Impersonation reported on Snapchat account.
REC006518,Social Media Theft,11/23/2024 23:26,Haryana,Faridabad,Aanya Bansal,57,Female,9.19018E+11,Escalated,,,,,,,,,,,,,,,,Snapchat,@aanya_bansal546,Unauthorized Access,206582,Not Recovered,,,,,,,,Unauthorized Access reported on Snapchat account.
REC000034,Cybercrime,12/11/2023 5:42,Delhi,Dwarka,Pallavi Sharma,43,Female,9.17496E+11,Resolved,Cyberstalking,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Cyberstalking reported via Social Media, financial loss INR 0.00."
REC007888,Social Media Theft,11/5/2023 14:55,Gujarat,Surat,Harsh Bhatt,47,Male,9.19018E+11,Open,,,,,,,,,,,,,,,,Instagram,@harsh_bhatt282,Password Compromised,118391,Pending,,,,,,,,Password Compromised reported on Instagram account.
REC006831,Social Media Theft,7/15/2024 13:37,Rajasthan,Jaipur,Aditya Choudhary,51,Male,9.16322E+11,Escalated,,,,,,,,,,,,,,,,Instagram,@aditya_choudhary806,Account Hacked,115125,Pending,,,,,,,,Account Hacked reported on Instagram account.
REC005422,Online FIR,4/25/2026 6:02,Rajasthan,Udaipur,Vihaan Pillai,42,Male,9.16542E+11,Escalated,,,,,,,,,,,FIR/2024/42227,Udaipur Cyber Crime PS,Data Theft,ASI Ananya Sinha,Filed,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Filed."
REC001069,Cybercrime,4/11/2025 19:54,Gujarat,Ahmedabad,Pooja Bhatt,30,Female,9.19531E+11,Resolved,Malware Attack,Email,,337031.34,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via Email, financial loss INR 337,031.34."
REC001348,Cybercrime,7/22/2025 17:58,Telangana,Warangal,Sandeep Pillai,39,Male,9.1693E+11,Resolved,Malware Attack,Mobile App,,0,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via Mobile App, financial loss INR 0.00."
REC004748,Online FIR,12/22/2024 19:24,West Bengal,Siliguri,Meera Chauhan,51,Female,9.17441E+11,Under Review,,,,,,,,,,,FIR/2023/28853,Siliguri Cyber Crime PS,Financial Fraud,ASI Harsh Bhatt,Filed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Filed."
REC006006,Social Media Theft,11/14/2023 22:49,Haryana,Faridabad,Nisha Kumar,47,Female,9.18682E+11,Open,,,,,,,,,,,,,,,,Instagram,@nisha_kumar253,Unauthorized Access,23730,Under Review,,,,,,,,Unauthorized Access reported on Instagram account.
REC006040,Social Media Theft,2/19/2025 21:58,West Bengal,Kolkata,Diya Iyer,30,Female,9.16824E+11,Closed,,,,,,,,,,,,,,,,WhatsApp,@diya_iyer344,Fake Profile Created,153844,Not Recovered,,,,,,,,Fake Profile Created reported on WhatsApp account.
REC003818,Call Data Record,3/20/2023 4:23,Kerala,Kozhikode,Bhavna Pillai,70,Female,9.16575E+11,Open,,,,,9.18408E+11,9.17304E+11,1700,Incoming,UP East,1.75241E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1700s logged via Kerala circle.
REC008447,Online Bank Transaction,6/2/2023 19:21,Punjab,Mohali,Myra Mehta,54,Female,9.18626E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN342543922452,HDFC Bank,XXXX2007,74888.38,UPI,Zomato,No,"UPI transaction of INR 74,888.38, fraud_flag=No."
REC005270,Online FIR,12/24/2023 22:17,Punjab,Chandigarh,Pooja Nair,62,Female,9.16764E+11,Escalated,,,,,,,,,,,FIR/2024/36703,Chandigarh Cyber Crime PS,Extortion,Inspector Kavya Kapoor,Filed,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Filed."
REC006898,Social Media Theft,9/18/2023 23:18,Tamil Nadu,Madurai,Manish Reddy,44,Male,9.19486E+11,Closed,,,,,,,,,,,,,,,,Telegram,@manish_reddy356,Data Leak,80236,Recovered,,,,,,,,Data Leak reported on Telegram account.
REC005310,Online FIR,4/10/2025 3:34,Uttar Pradesh,Ghaziabad,Kavya Bhatt,64,Female,9.18529E+11,Closed,,,,,,,,,,,FIR/2024/67799,Ghaziabad Cyber Crime PS,Cyber Fraud,Inspector Pranav Thakur,Filed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Filed."
REC000032,Cybercrime,10/7/2025 10:48,Haryana,Panipat,Manish Patel,35,Male,9.19769E+11,Under Review,Sextortion,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Sextortion reported via SMS, financial loss INR 0.00."
REC005675,Online FIR,10/31/2023 10:40,Karnataka,Mysuru,Nikhil Ghosh,34,Male,9.173E+11,Escalated,,,,,,,,,,,FIR/2023/95115,Mysuru Cyber Crime PS,Identity Theft,ASI Aman Bose,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Under Investigation."
REC004387,Online FIR,11/15/2025 0:44,Uttar Pradesh,Noida,Sai Saxena,62,Male,9.16486E+11,Resolved,,,,,,,,,,,FIR/2026/10059,Noida Cyber Crime PS,Harassment,DySP Simran Verma,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Chargesheet Filed."
REC000030,Cybercrime,9/18/2023 15:37,Uttar Pradesh,Kanpur,Sandeep Saxena,56,Male,9.16242E+11,Under Review,Identity Theft,SMS,,345461.9,,,,,,,,,,,,,,,,,,,,,,,,"Identity Theft reported via SMS, financial loss INR 345,461.90."
REC004203,Online FIR,12/12/2024 17:31,Maharashtra,Mumbai,Pooja Patel,51,Female,9.17704E+11,Under Review,,,,,,,,,,,FIR/2026/88316,Mumbai Cyber Crime PS,Cyber Fraud,SHO Aanya Bhatt,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Chargesheet Filed."
REC007508,Social Media Theft,7/6/2024 8:41,Andhra Pradesh,Visakhapatnam,Gaurav Sinha,18,Male,9.16454E+11,Open,,,,,,,,,,,,,,,,LinkedIn,@gaurav_sinha562,Data Leak,163938,Pending,,,,,,,,Data Leak reported on LinkedIn account.
REC000736,Cybercrime,8/9/2024 16:20,Haryana,Panipat,Ankit Bansal,28,Male,9.19336E+11,Closed,Credit Card Skimming,Mobile App,,480347.21,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via Mobile App, financial loss INR 480,347.21."
REC002068,Call Data Record,7/2/2023 4:28,Punjab,Ludhiana,Bhavna Choudhary,37,Female,9.19062E+11,Resolved,,,,,9.18289E+11,9.17096E+11,3183,Incoming,UP West,6.16904E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 3183s logged via West Bengal circle.
REC000107,Cybercrime,4/1/2025 12:40,Rajasthan,Jodhpur,Myra Patel,26,Female,9.17005E+11,Under Review,Sextortion,Website,,0,,,,,,,,,,,,,,,,,,,,,,,,"Sextortion reported via Website, financial loss INR 0.00."
REC009645,Online Bank Transaction,5/7/2023 6:47,Madhya Pradesh,Gwalior,Vivaan Nair,47,Male,9.18502E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN615156622169,IDBI Bank,XXXX4301,104492.39,NEFT,Paytm Mall,No,"NEFT transaction of INR 104,492.39, fraud_flag=No."
REC008895,Online Bank Transaction,2/9/2023 11:18,Bihar,Patna,Siddharth Bansal,44,Male,9.16242E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN514177049450,Bank of Baroda,XXXX3335,109494.78,IMPS,Croma,No,"IMPS transaction of INR 109,494.78, fraud_flag=No."
REC008021,Online Bank Transaction,10/12/2025 6:36,Andhra Pradesh,Visakhapatnam,Rahul Mehta,31,Male,9.177E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN302706393549,HDFC Bank,XXXX5628,114191.51,Debit Card,Paytm Mall,No,"Debit Card transaction of INR 114,191.51, fraud_flag=No."
REC002233,Call Data Record,9/6/2024 19:53,West Bengal,Siliguri,Yash Pillai,51,Male,9.18944E+11,Open,,,,,9.18685E+11,9.16604E+11,361,Incoming,Rajasthan,5.22917E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 361s logged via West Bengal circle.
REC000994,Cybercrime,10/3/2023 10:36,Bihar,Patna,Preeti Iyer,53,Female,9.17896E+11,Resolved,Fake Loan App Fraud,Email,,441694.78,,,,,,,,,,,,,,,,,,,,,,,,"Fake Loan App Fraud reported via Email, financial loss INR 441,694.78."
REC009413,Online Bank Transaction,5/31/2024 6:39,Haryana,Gurugram,Divya Dubey,48,Female,9.19055E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN757814165514,HDFC Bank,XXXX3215,97863.5,Debit Card,Unknown Merchant,No,"Debit Card transaction of INR 97,863.50, fraud_flag=No."
REC007059,Social Media Theft,4/13/2026 16:30,West Bengal,Siliguri,Pooja Iyer,46,Female,9.16423E+11,Resolved,,,,,,,,,,,,,,,,LinkedIn,@pooja_iyer517,Impersonation,229653,Recovered,,,,,,,,Impersonation reported on LinkedIn account.
REC006790,Social Media Theft,6/25/2026 14:01,Telangana,Warangal,Aman Dubey,48,Male,9.17047E+11,Escalated,,,,,,,,,,,,,,,,LinkedIn,@aman_dubey111,Account Hacked,183386,Under Review,,,,,,,,Account Hacked reported on LinkedIn account.
REC000361,Cybercrime,10/2/2025 8:10,Punjab,Amritsar,Rahul Yadav,66,Male,9.17148E+11,Resolved,Malware Attack,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via WhatsApp, financial loss INR 0.00."
REC000305,Cybercrime,9/29/2023 3:39,Punjab,Ludhiana,Meera Kapoor,57,Female,9.16928E+11,Escalated,Hacking,WhatsApp,,59195.16,,,,,,,,,,,,,,,,,,,,,,,,"Hacking reported via WhatsApp, financial loss INR 59,195.16."
REC002628,Call Data Record,6/27/2024 16:39,West Bengal,Kolkata,Karan Chatterjee,39,Male,9.19746E+11,Open,,,,,9.1947E+11,9.16489E+11,986,Outgoing,West Bengal,6.3378E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 986s logged via AP circle.
REC008966,Online Bank Transaction,11/22/2025 15:12,Telangana,Hyderabad,Ankit Sinha,57,Male,9.16045E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN922818725695,ICICI Bank,XXXX3229,9047.69,RTGS,Netflix,Yes,"RTGS transaction of INR 9,047.69, fraud_flag=Yes."
REC004514,Online FIR,3/5/2024 15:39,Andhra Pradesh,Visakhapatnam,Aarti Chauhan,45,Female,9.19926E+11,Resolved,,,,,,,,,,,FIR/2026/15942,Visakhapatnam Cyber Crime PS,Online Impersonation,SI Gaurav Thakur,Filed,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Filed."
REC005911,Online FIR,3/8/2026 8:05,Punjab,Ludhiana,Naveen Rao,40,Male,9.18945E+11,Open,,,,,,,,,,,FIR/2025/69160,Ludhiana Cyber Crime PS,Financial Fraud,SI Rohan Bansal,Closed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Closed."
REC008314,Online Bank Transaction,6/26/2026 15:19,Kerala,Thiruvananthapuram,Isha Iyer,28,Female,9.17248E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN233192439671,IndusInd Bank,XXXX9953,7370.77,NEFT,Netflix,Yes,"NEFT transaction of INR 7,370.77, fraud_flag=Yes."
REC003101,Call Data Record,10/12/2025 11:37,Bihar,Gaya,Pooja Bose,52,Female,9.19096E+11,Escalated,,,,,9.16807E+11,9.18843E+11,230,Incoming,West Bengal,8.39091E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 230s logged via Punjab circle.
REC005704,Online FIR,8/5/2024 22:57,Delhi,New Delhi,Aman Yadav,38,Male,9.19949E+11,Closed,,,,,,,,,,,FIR/2023/69380,New Delhi Cyber Crime PS,Harassment,Inspector Harsh Bhatt,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Under Investigation."
